lam,init,k,r2_media,r2_sd,rho_pearson_media,rho_pearson_sd,rho_spearman_media,rho_spearman_sd,kl_media,kl_sd,entropia_media,entropia_sd,tv_media,tv_sd,hoyer_media,hoyer_sd,best_epoch_media,best_epoch_sd,jaccard
0.1,zero,10,0.7975439314856063,0.01461593177669728,0.8634171976622091,0.004249172216948237,0.6965455036549477,0.001792211639915331,0.869661672915149,0.02952516482207188,5.629194512099168,0.0018981650938831082,0.017446928481970516,0.0018832039250446903,0.010186004447762123,0.0021440441035207747,408.0,75.61158053572952,0.8424001878366204
0.15,zero,10,0.7956134390937732,0.020032805894136505,0.8824247032757684,0.005112072220413134,0.7038777587948886,0.0004257487996605884,0.7971709014766392,0.04550492140413714,5.6237001529262916,0.003525734608386899,0.020344316703932625,0.0023651397335637467,0.016310699559803098,0.0039740684411906195,398.6,91.79590888971518,0.8681104051265339
0.2,zero,10,0.8028067306663461,0.010216060133057535,0.8966295928496173,0.0032742907850541545,0.705658660592994,0.00017844990382944722,0.7221004938397215,0.03439114064899861,5.616332214972787,0.0036362160894499065,0.023252514845558576,0.002093671168803812,0.024455912755438614,0.004040555501479249,425.7,63.714728804780044,0.9100597371565109
0.3,zero,10,0.805128439685728,0.020191693388722058,0.9168294011364001,0.0027135543408264413,0.7058280385907872,8.238447767705168e-06,0.6238183472947091,0.051586707257205065,5.602468671312215,0.0069607071931557145,0.026161404720374516,0.0027364684371718366,0.039523186649431774,0.007588180500561495,443.6,74.14130652566985,0.9300358422939065
0.5,zero,10,0.8099432703859355,0.01140096907332565,0.9404761855873778,0.0025936675459738885,0.7058319464296867,1.1702778228589004e-16,0.5069758792114039,0.035055237086082824,5.578118121441783,0.007261031132636506,0.02765375288469451,0.0019104905606700962,0.06524856224991438,0.00756135663166531,454.5,47.8522030144207,0.9528793309438468
0.7,zero,10,0.8111043887693858,0.010174997922145216,0.9550031761904403,0.0020049765459886526,0.7058319464296867,1.1702778228589004e-16,0.42423010888130286,0.009453486634082067,5.553410240704297,0.0028718383738316803,0.027507651054433414,0.0009102991634938162,0.09036636539128722,0.002863986886562602,482.6,10.40512694140089,0.9734289127837513
1.0,zero,10,0.8083248993581928,0.012287202701836003,0.9679008401596546,0.001719991232521315,0.7058319464296867,1.1702778228589004e-16,0.3869096595732217,0.04185600711821684,5.535008219146917,0.013582175448311471,0.024981652508888928,0.0014222212864542871,0.10842226447044204,0.01313945341248524,463.0,48.87853425698352,0.9866666666666665
