lam,k,r2_media,r2_sd,rho_pearson_media,rho_pearson_sd,rho_spearman_media,rho_spearman_sd,kl_media,kl_sd,entropia_media,entropia_sd,tv_media,tv_sd,hoyer_media,hoyer_sd,best_epoch_media,best_epoch_sd,jaccard
0.0,10,0.7863926742100564,0.019168836283598556,0.9987133305982312,0.00044051442679408074,0.7064574009228839,1.1702778228589004e-16,0.007896789396842593,0.0018543598198850748,5.2281471348653685,0.01598910001179779,0.01843836802989244,0.0008999036132302482,0.327618912253082,0.007922163285229844,377.4,83.38425111094621,0.9496296296296294
0.0001,10,0.787950505320149,0.020281745899537174,0.9986713507273517,0.0004765583450556257,0.7064574009228839,1.1702778228589004e-16,0.008067905198750551,0.002025205201308717,5.2294203687033995,0.017368038579105217,0.018474310157554488,0.0008631351942769718,0.32696884194816983,0.00861312053992291,386.2,91.84624833564696,0.9525925925925923
0.001,10,0.7875597324430501,0.019674049070113296,0.9986735939436082,0.00048490839085414255,0.7064574009228839,1.1702778228589004e-16,0.00805019101767078,0.0020690113384473517,5.229208841571031,0.017733929262964306,0.018466909479882034,0.000858247989314442,0.32706840166475304,0.008796463162823918,385.1,93.65355780155332,0.9437037037037034
0.01,10,0.7966627106107987,0.015605506602499333,0.9984869108054365,0.00034608327844892485,0.7064574009228839,1.1702778228589004e-16,0.008924426812835139,0.0014350410151967327,5.237083479935444,0.011952536049492856,0.018741167980645387,0.0005650799725283616,0.32319241451002406,0.005964193048230425,429.6,69.96538826845425,0.9407407407407404
0.1,10,0.7876620415315508,0.015253321854397659,0.9988718790643958,0.00030626856684589466,0.7064574200607361,4.034613491983612e-08,0.007414563323832521,0.0014209926306536986,5.224818698725754,0.012889496707730324,0.01799260368304593,0.0005809893946364064,0.32934543064096294,0.006320564945229707,381.7,70.9554633398851,0.9437037037037034
1.0,10,0.7946937209569799,0.0161689789569445,0.9994731123369569,6.1898130202258e-05,0.7064574009228839,1.1702778228589004e-16,0.00473030183627862,0.0004069711126589568,5.199046179573562,0.005409820498922484,0.015527859915580066,0.00018926553547122122,0.34188209051410223,0.0024646991007115805,428.9,66.20918029665943,0.9466666666666664
10.0,10,0.789179148497533,0.012730744225946227,0.9999091389804189,3.620774580713192e-06,0.7064574200607361,4.034613491983612e-08,0.0004262715254340685,2.8844961713404486e-05,5.107596167826639,0.0014100990005751564,0.013230682952063425,7.570642685228482e-05,0.38114744638106274,0.0005739758574892923,441.8,73.35423944425057,0.9422222222222219
