lam,seed,init,r2,rho_pearson,rho_spearman,kl,entropia,tv,hoyer,best_epoch
1.0,1,zero,0.8117362445418925,0.967906170004873,0.7058319464296868,0.3702064462957487,5.528123037072737,0.02448723465204239,0.11506155937348934,477
1.0,2,zero,0.7965543657247035,0.9640631264001032,0.7058319464296868,0.43533220714509246,5.552212736721895,0.023766299869332996,0.09181740286821206,410
1.0,3,zero,0.7958063649947569,0.9697807037050896,0.7058319464296868,0.39783481364207074,5.540419285538181,0.024956657897148814,0.10356506711147931,443
1.0,4,zero,0.8173344119750604,0.9697497187411998,0.7058319464296868,0.3603608085349089,5.527802593453705,0.024336723663977215,0.11557875747040608,496
1.0,5,zero,0.8272091420018559,0.9695444005532202,0.7058319464296868,0.3582132150928771,5.526750967740309,0.02534965883408274,0.11650207672286501,496
1.0,6,zero,0.8044010310217096,0.9681487791360822,0.7058319464296868,0.358801565305443,5.525401071443603,0.02687292556677546,0.1175824514058108,495
1.0,7,zero,0.8087434071589789,0.9665099595919794,0.7058319464296868,0.3685956047853851,5.528525262747196,0.025905697207365717,0.11456748929512708,490
1.0,8,zero,0.7872842177039934,0.9679638505643764,0.7058319464296868,0.48493084519348606,5.565434674100438,0.022010184398719244,0.07883650059955633,349
1.0,9,zero,0.8181298506116192,0.9679334645301049,0.7058319464296868,0.3664493513358786,5.527088379037134,0.026466038078069687,0.11598011958053958,490
10.0,0,zero,0.7978332097096685,0.99779958953182,0.7058319464296868,0.25079459316204444,5.420335554378726,0.01099518702498504,0.20883510003022676,484
10.0,1,zero,0.7881534881060599,0.9975692441049001,0.7058319464296868,0.28633566687133877,5.447676539516268,0.010386984742113522,0.18778246164592532,439
10.0,2,zero,0.7779014554655803,0.9966495485244453,0.7058319464296868,0.3988593648965087,5.514423260732035,0.009019992181232997,0.13040846934673914,332
10.0,3,zero,0.7891439219134495,0.9976474727428398,0.7058319464296868,0.2827177991380047,5.44499917202066,0.01041612412248339,0.1899158814219242,443
10.0,4,zero,0.789457023558326,0.9974225620795726,0.7058319464296868,0.3164489468874527,5.468460394874503,0.01000931060739926,0.1708771160169206,406
10.0,5,zero,0.7992238453790788,0.9976485533568865,0.7058319464296868,0.27634246312400673,5.440570333079794,0.010445409161703927,0.1933829296810657,451
10.0,6,zero,0.8001508956243514,0.9978554436205944,0.7058319464296868,0.2414241850393229,5.412331513685266,0.011152244359254836,0.21475299775974938,497
10.0,7,zero,0.7861899490099795,0.9970449196582342,0.7058319464296868,0.3560025746744628,5.492140341299782,0.009549220970698765,0.15056914873048236,368
10.0,8,zero,0.77301987649677,0.9969058427159635,0.7058319464296868,0.37171333288929664,5.500575295875196,0.009289151376911572,0.14306265762856873,354
